protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
249	A0A087WZT3|Q9H3K6	BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=2|BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=1	BOLA2	18755.1|11485.2	6.03717	0.0	54	118	3	3	1	2	2	126	1.87964e+06	765845.0	1.15215e+06	1.18503e+06	1.92739e+06	1.83852e+06	2.21458e+06	2.12799e+06	2.05113e+06	2.31446e+06	1.0	0.407441	0.612963	0.630455	1.0254	0.978123	1.17819	1.13212	1.09123	1.23133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250	Q04760	Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4	GLO1	25118.3	5.58396	0.0	25	25	1	1	0	1	1	126	1.96426e+06	179491.0	273441.0	226152.0	1.81984e+06	1.60663e+06	1.63821e+06	2.49534e+06	2.64244e+06	2.21789e+06	1.0	0.0913787	0.139208	0.115133	0.926478	0.817934	0.834009	1.27037	1.34526	1.12912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
251	J3QSB4|P26373	60S ribosomal protein L13 (Fragment) OS=Homo sapiens GN=RPL13 PE=1 SV=1|60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	RPL13	17433.2|30204.8	5.46708	0.0	68	112	2	2	0	2	2	126	2.23145e+06	465871.0	661306.0	580856.0	2.14299e+06	2.01707e+06	2.32085e+06	3.04428e+06	2.70942e+06	2.54931e+06	1.0	0.208775	0.296357	0.260304	0.960359	0.903931	1.04006	1.36426	1.2142	1.14245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
252	P22102	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1	GART	123740.0	5.43022	0.0	29	29	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253	Q13185	Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4	CBX3	26756.6	5.38079	0.0	49	97	2	2	0	2	2	126	1.11961e+06	138557.0	226279.0	191930.0	1.45195e+06	1.24317e+06	1.60077e+06	1.64847e+06	1.3722e+06	1.27904e+06	1.0	0.123755	0.202106	0.171426	1.29684	1.11036	1.42976	1.47237	1.22561	1.14241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254	Q9UG54	Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=DKFZp586F0420 PE=1 SV=1	DKFZP586F0420	33206.4	4.86404	0.0	39	70	2	2	1	1	1	126	266106.0	24505.5	30188.0	21192.1	332824.0	379076.0	280300.0	331162.0	343596.0	262941.0	1.0	0.0920892	0.113444	0.0796377	1.25072	1.42453	1.05334	1.24448	1.2912	0.988105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255	H7C1N2|J3KR05|O75128	Protein cordon-bleu (Fragment) OS=Homo sapiens GN=COBL PE=1 SV=1|Protein cordon-bleu (Fragment) OS=Homo sapiens GN=COBL PE=1 SV=1|Protein cordon-bleu OS=Homo sapiens GN=COBL PE=1 SV=2	COBL	135694.0|137733.0|154096.0	4.53571	0.0	96	96	2	1	0	2	1	126	83553.1	0.0	0.0	0.0	128662.0	115576.0	115754.0	124646.0	114029.0	85695.9	1.0	0.0	0.0	0.0	1.53988	1.38327	1.3854	1.49182	1.36475	1.02565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
256	Q6NSI8	Uncharacterized protein KIAA1841 OS=Homo sapiens GN=KIAA1841 PE=2 SV=2	KIAA1841	95475.2	4.77956	0.0	34	34	1	1	0	1	1	126	375172.0	36124.8	30879.0	27420.5	452413.0	471701.0	453446.0	461115.0	418422.0	322498.0	1.0	0.0962887	0.0823064	0.0730878	1.20588	1.25729	1.20864	1.22908	1.11528	0.8596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
257	Q9BSJ8	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	ESYT1	135155.0	5.30951	0.0	89	144	2	2	0	2	2	126	1.24467e+06	107881.0	177810.0	146934.0	1.3762e+06	1.28397e+06	1.53123e+06	1.76728e+06	1.46222e+06	1.335e+06	1.0	0.0866746	0.142857	0.118051	1.10568	1.03158	1.23023	1.41988	1.17479	1.07257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258	P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2	PRKAR2A	50760.7	5.70155	0.0	88	167	3	3	0	3	3	126	3.42285e+06	232832.0	525691.0	382844.0	4.14546e+06	3.54834e+06	4.24957e+06	5.09069e+06	4.41571e+06	4.39637e+06	1.0	0.0680228	0.153583	0.111849	1.21111	1.03666	1.24153	1.48727	1.29007	1.28442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
259	Q8NG31	Kinetochore scaffold 1 OS=Homo sapiens GN=KNL1 PE=1 SV=3	KNL1	308995.0	5.51066	0.0	76	231	4	4	0	4	4	126	2.59872e+06	190044.0	355760.0	229214.0	4.01727e+06	3.37095e+06	3.90518e+06	4.0583e+06	3.2559e+06	3.01414e+06	1.0	0.0731299	0.136898	0.0882028	1.54587	1.29716	1.50273	1.56166	1.25289	1.15986	0.0	0.151343	0.0892928	0.186859	0.261099	0.403134	0.279127	0.16825	0.485371	0.270089
260	O14617	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1	AP3D1	156888.0	4.82866	0.0	66	66	1	1	0	1	1	126	255945.0	38024.2	41801.7	28902.7	362864.0	310698.0	300753.0	373827.0	335040.0	271408.0	1.0	0.148564	0.163323	0.112925	1.41774	1.21393	1.17507	1.46058	1.30903	1.06041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	Q96AT1	Uncharacterized protein KIAA1143 OS=Homo sapiens GN=KIAA1143 PE=1 SV=2	KIAA1143	22496.5	5.09832	0.0	66	66	1	1	0	1	1	126	226272.0	0.0	9173.71	0.0	261497.0	298865.0	215065.0	305607.0	317219.0	224242.0	1.0	0.0	0.0405427	0.0	1.15567	1.32082	0.950469	1.35062	1.40194	0.991025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
262	Q7LBC6	Lysine-specific demethylase 3B OS=Homo sapiens GN=KDM3B PE=1 SV=2	KDM3B	218503.0	5.21647	0.0	69	69	1	1	0	1	1	126	467251.0	0.0	16563.9	14918.8	514523.0	435687.0	556061.0	662670.0	595222.0	537596.0	1.0	0.0	0.0354498	0.0319289	1.10117	0.932449	1.19007	1.41823	1.27388	1.15055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
263	K7EL81|Q9BZL4	Protein phosphatase 1 regulatory subunit 12C (Fragment) OS=Homo sapiens GN=PPP1R12C PE=1 SV=1|Protein phosphatase 1 regulatory subunit 12C OS=Homo sapiens GN=PPP1R12C PE=1 SV=1	PPP1R12C	86679.1|91246.5	4.36414	0.0	74	74	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
264	K1C10_HUMAN|P13645	|Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6	K1C10_HUMAN|KRT10	64982.8|64291.6	6.21405	0.0	86	472	26	12	2	11	11	126	6.9981e+06	2.01058e+06	7.24178e+06	2.41072e+06	1.7092e+07	5.20825e+06	2.26528e+07	9.08479e+06	1.1873e+07	8.38466e+06	1.0	0.287219	1.03351	0.344995	2.43233	0.743464	3.20491	1.29774	1.69433	1.19874	0.0	0.0580011	0.401708	0.0830721	0.552713	0.158861	0.888024	0.182947	0.163747	0.0782616
265	Q9BTC0	Death-inducer obliterator 1 OS=Homo sapiens GN=DIDO1 PE=1 SV=5	DIDO1	277868.0	5.0846	0.0	29	28	1	1	0	1	1	126	377670.0	60423.2	66610.0	52932.2	418220.0	448475.0	507566.0	515574.0	503357.0	362275.0	1.0	0.159989	0.176371	0.140154	1.10737	1.18748	1.34394	1.36514	1.3328	0.959237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
266	A0A075B730|A0A087X1U6|P58107	Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2|Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=1|Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2	EPPK1	583040.0|585565.0|585299.0	4.77043	0.0	54	54	5	1	0	1	1	126	430376.0	56104.0	86180.1	54262.5	229486.0	194092.0	323048.0	455845.0	369716.0	409772.0	1.0	0.13036	0.200244	0.126082	0.533222	0.450983	0.750618	1.05918	0.859054	0.952125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
267	Q96S66	Chloride channel CLIC-like protein 1 OS=Homo sapiens GN=CLCC1 PE=1 SV=1	CLCC1	70691.3	5.23348	0.0	40	40	1	1	0	1	1	126	722779.0	76164.6	140574.0	98852.3	1.04713e+06	910988.0	1.03709e+06	980104.0	881026.0	691235.0	1.0	0.105377	0.194491	0.136767	1.44876	1.2604	1.43486	1.35602	1.21894	0.956357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268	H0Y2V6|Q5SW79	Centrosomal protein of 170 kDa (Fragment) OS=Homo sapiens GN=CEP170 PE=1 SV=1|Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 PE=1 SV=1	CEP170	200625.0|203374.0	5.2866	0.0	101	135	2	2	0	2	2	126	1.37605e+06	333727.0	476081.0	362501.0	1.66403e+06	1.47071e+06	1.73091e+06	2.05105e+06	1.62554e+06	1.72823e+06	1.0	0.242526	0.345977	0.263437	1.20928	1.06879	1.25789	1.49054	1.18131	1.25594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269	Q9Y230	RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3	RUVBL2	57541.1	6.09432	0.0	101	585	17	11	3	14	11	126	1.35522e+07	688829.0	1.58636e+06	1.01522e+06	1.63831e+07	1.35907e+07	1.57477e+07	2.06281e+07	1.67535e+07	1.63418e+07	1.0	0.0515377	0.118288	0.0753575	1.20803	1.00284	1.16233	1.52231	1.2354	1.20579	0.0	0.0520402	0.0709478	0.0856177	0.165657	0.128933	0.151456	0.211902	0.181927	0.114113
270	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	HSP90AB1	100628.0	5.78897	0.0	90	646	16	7	8	8	7	126	5.69185e+06	1.47933e+06	1.90908e+06	1.70299e+06	9.02999e+06	7.60985e+06	8.85162e+06	7.34346e+06	6.43479e+06	6.50594e+06	1.0	0.254484	0.32963	0.29553	1.58728	1.3341	1.55721	1.29047	1.12978	1.14321	0.0	0.268439	0.344253	0.279904	0.305537	0.26844	0.1106	0.192102	0.130294	0.0946323
271	A0A0C4DG89|Q7L014	Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=1|Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	DDX46	141680.0|141581.0	5.53021	0.0	71	190	4	4	2	2	2	126	1.15621e+06	110554.0	206791.0	144219.0	1.32264e+06	1.15842e+06	1.23911e+06	1.72887e+06	1.57604e+06	1.32324e+06	1.0	0.0956183	0.178853	0.124734	1.14395	1.00191	1.0717	1.49529	1.36311	1.14447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	A0A0A0MR66|P98175	RNA binding motif protein 10, isoform CRA_d OS=Homo sapiens GN=RBM10 PE=1 SV=1|RNA-binding protein 10 OS=Homo sapiens GN=RBM10 PE=1 SV=3	RBM10	122444.0|115157.0	4.83142	0.00497512	18	18	1	1	0	1	1	126	453831.0	40777.8	72073.6	57164.7	647876.0	671946.0	648276.0	618902.0	664655.0	530019.0	1.0	0.0898523	0.158811	0.12596	1.42757	1.48061	1.42845	1.36373	1.46454	1.16788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
273	H7BYY2|Q6W2J9	BCL-6 corepressor (Fragment) OS=Homo sapiens GN=BCOR PE=1 SV=1|BCL-6 corepressor OS=Homo sapiens GN=BCOR PE=1 SV=1	BCOR	159428.0|217506.0	5.26165	0.0	66	66	2	1	0	2	1	126	391888.0	65815.2	55342.4	30611.6	423226.0	378645.0	457077.0	500109.0	436731.0	382266.0	1.0	0.167944	0.14122	0.0781131	1.07997	0.966207	1.16635	1.27615	1.11443	0.975447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
274	H0Y459|O75376	Nuclear receptor corepressor 1 (Fragment) OS=Homo sapiens GN=NCOR1 PE=1 SV=1|Nuclear receptor corepressor 1 OS=Homo sapiens GN=NCOR1 PE=1 SV=2	NCOR1	11168.7|302815.0	4.6145	0.0	33	51	2	2	1	1	1	126	150352.0	14007.4	4637.23	23467.4	107951.0	123255.0	160316.0	127058.0	129673.0	192705.0	1.0	0.0931643	0.0308425	0.156083	0.717987	0.819776	1.06627	0.845069	0.86246	1.2817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275	P15924	Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3	DSP	387714.0	5.11125	0.0	57	116	3	3	0	3	3	126	1.64706e+06	268992.0	426294.0	337543.0	1.91292e+06	1.50352e+06	2.094e+06	2.28727e+06	1.8836e+06	1.71326e+06	1.0	0.163317	0.258821	0.204937	1.16141	0.912854	1.27135	1.3887	1.14361	1.0402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
276	J3KN16|Q5VYK3|R4GMY1	KIAA0368 OS=Homo sapiens GN=KIAA0368 PE=1 SV=1|Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2|KIAA0368 (Fragment) OS=Homo sapiens GN=KIAA0368 PE=1 SV=1	KIAA0368|ECM29	255176.0|234639.0|112138.0	4.74644	0.00508906	20	20	1	1	0	1	1	126	207915.0	0.0	0.0	0.0	174801.0	166537.0	187264.0	212225.0	201587.0	219565.0	1.0	0.0	0.0	0.0	0.840732	0.800984	0.900674	1.02073	0.969562	1.05603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277	Q8N0X7	Spartin OS=Homo sapiens GN=SPG20 PE=1 SV=1	SPG20	85162.6	5.74974	0.0	88	321	7	6	1	6	5	126	5.91055e+06	426874.0	598468.0	478345.0	9.94622e+06	8.94256e+06	8.98086e+06	9.3835e+06	7.67232e+06	7.004e+06	1.0	0.0727345	0.101002	0.0802024	1.68609	1.51165	1.51674	1.58309	1.29807	1.18364	0.0	0.12506	0.10325	0.143122	0.279946	0.25154	0.227964	0.343298	0.219484	0.132948
278	A9Z1X7|E9PCT1|M0R088|Q8IYB3	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=1|Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=3|Serine/arginine repetitive matrix protein 1 (Fragment) OS=Homo sapiens GN=SRRM1 PE=1 SV=1|Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2	SRRM1	127391.0|112401.0|92530.3|125878.0	4.87293	0.0	41	41	2	1	0	2	1	126	425825.0	13248.0	61202.8	65398.3	447311.0	341982.0	467717.0	396975.0	339421.0	401669.0	1.0	0.0311114	0.143727	0.15358	1.05046	0.803105	1.09838	0.932249	0.797089	0.943271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	B5ME19|H3BPE4|Q99613	Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=3 SV=1|Eukaryotic translation initiation factor 3 subunit C (Fragment) OS=Homo sapiens GN=EIF3C PE=1 SV=1|Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	EIF3CL|EIF3C	123052.0|21630.2|122923.0	4.99996	0.0	57	57	1	1	0	1	1	126	519935.0	61264.9	85161.7	83171.4	738893.0	558500.0	701956.0	936313.0	772949.0	648561.0	1.0	0.117832	0.163793	0.159965	1.42113	1.07417	1.35009	1.80083	1.48663	1.24739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	A0A024QZ33|Q9H0G5	Coiled-coil domain containing 55, isoform CRA_a OS=Homo sapiens GN=CCDC55 PE=1 SV=1|Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1	CCDC55|NSRP1	75529.8|82620.6	4.30555	0.0	43	43	1	1	0	1	1	126	213497.0	0.0	20446.0	0.0	182549.0	171686.0	249619.0	214017.0	170465.0	193286.0	1.0	0.0	0.0957675	0.0	0.855046	0.804161	1.1692	1.00244	0.798442	0.905337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
281	P07900	Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	HSP90AA1	103169.0	5.63874	0.0	85	481	11	3	8	3	3	126	1.67017e+06	552470.0	961012.0	827132.0	2.10612e+06	1.82339e+06	2.19437e+06	1.73346e+06	1.56636e+06	1.84869e+06	1.0	0.330786	0.575397	0.495238	1.26102	1.09174	1.31386	1.03789	0.937844	1.10688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282	Q9Y5X1	Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=1 SV=1	SNX9	76862.0	5.15824	0.0	29	52	2	2	0	2	2	126	1.36991e+06	139188.0	187211.0	195675.0	1.47147e+06	1.46284e+06	1.52811e+06	1.92368e+06	1.72353e+06	1.61416e+06	1.0	0.101604	0.13666	0.142838	1.07414	1.06784	1.11549	1.40424	1.25814	1.1783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283	F8W726|Q14157	Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2|Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	UBAP2L	121809.0|122944.0	5.82536	0.0	99	298	6	6	0	6	6	126	4.76106e+06	370924.0	505091.0	323092.0	7.49004e+06	6.85984e+06	7.2493e+06	7.22447e+06	6.24563e+06	5.46168e+06	1.0	0.0787324	0.108111	0.0694956	1.57458	1.44097	1.52415	1.51574	1.31111	1.14495	0.0	0.141544	0.0977367	0.112418	0.146506	0.0794963	0.166496	0.163612	0.169727	0.195057
284	Q7Z5K2|Q8WVX6	Wings apart-like protein homolog OS=Homo sapiens GN=WAPL PE=1 SV=1|WAPAL protein OS=Homo sapiens GN=WAPAL PE=1 SV=1	WAPL|WAPAL	155321.0|52406.8	5.88371	0.0	27	27	1	1	0	1	1	126	342799.0	61226.9	72484.8	82550.0	325490.0	325170.0	348747.0	323638.0	290227.0	318920.0	1.0	0.178609	0.21145	0.240812	0.949508	0.948574	1.01735	0.944104	0.84664	0.930343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285	P19338	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	NCL	97422.2	6.41682	0.0	90	634	19	14	1	18	14	126	1.6088e+07	1.01714e+06	1.63788e+06	1.12341e+06	2.84312e+07	2.3766e+07	2.49727e+07	2.32663e+07	1.85665e+07	1.62783e+07	1.0	0.06385	0.10276	0.0699816	1.77601	1.48118	1.55853	1.45025	1.16218	1.02155	0.0	0.0516564	0.0610224	0.0382385	0.572816	0.525092	0.510956	0.447055	0.342129	0.338738
286	H0Y8E6|P49736	DNA helicase (Fragment) OS=Homo sapiens GN=MCM2 PE=1 SV=1|DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4	MCM2	104134.0|111915.0	5.29652	0.0	70	70	1	1	0	1	1	126	476055.0	130092.0	178485.0	208242.0	931517.0	900838.0	1.07084e+06	573131.0	534176.0	552635.0	1.0	0.27327	0.374925	0.437432	1.95674	1.8923	2.24939	1.20392	1.12209	1.16086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287	A0A087X271|B4DDF4|B4DUT8|K7ES69|Q15417|Q99439	Calponin (Fragment) OS=Homo sapiens GN=CNN2 PE=1 SV=1|Calponin OS=Homo sapiens GN=CNN2 PE=1 SV=1|Calponin OS=Homo sapiens GN=CNN2 PE=1 SV=1|Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=1|Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1|Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4	CNN2|CNN3	23411.4|37408.1|40962.0|19008.1|42119.9|38716.9	5.87189	0.0	44	44	1	1	0	1	1	126	242757.0	13998.5	41006.9	10298.9	266357.0	242760.0	250538.0	383175.0	292784.0	269334.0	1.0	0.0576646	0.168922	0.0424246	1.09722	1.00002	1.03205	1.57843	1.20608	1.10948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	Q5UIP0	Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2	RIF1	320585.0	5.88035	0.0	93	704	15	15	1	14	14	126	7.32947e+06	493118.0	856790.0	691335.0	1.10016e+07	9.31428e+06	1.1609e+07	1.08097e+07	8.25654e+06	8.70178e+06	1.0	0.0675125	0.116598	0.0946626	1.49883	1.2609	1.58246	1.47366	1.12693	1.18815	0.0	0.0557489	0.0679334	0.0739844	0.212745	0.423241	0.228912	0.202024	0.114866	0.16698
289	Q5VUA4	Zinc finger protein 318 OS=Homo sapiens GN=ZNF318 PE=1 SV=2	ZNF318	289916.0	5.22376	0.0	37	63	2	2	0	2	2	126	1.60513e+06	201868.0	317150.0	387264.0	1.97602e+06	1.76135e+06	2.38893e+06	2.04228e+06	1.58207e+06	1.75148e+06	1.0	0.125764	0.197586	0.241267	1.23107	1.09733	1.48831	1.27235	0.985633	1.09118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	E9PKA2|Q9BZ95	Histone-lysine N-methyltransferase NSD3 (Fragment) OS=Homo sapiens GN=NSD3 PE=1 SV=1|Histone-lysine N-methyltransferase NSD3 OS=Homo sapiens GN=NSD3 PE=1 SV=1	NSD3	36634.3|191530.0	5.27175	0.0	37	37	1	1	0	1	1	126	230412.0	41234.9	42787.4	28005.8	382639.0	413821.0	372595.0	374340.0	337512.0	261841.0	1.0	0.178962	0.185699	0.121546	1.66067	1.796	1.61708	1.62466	1.46482	1.1364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291	A0A1B0GTW1|Q9UDY2	Tight junction protein ZO-2 OS=Homo sapiens GN=TJP2 PE=1 SV=1|Tight junction protein ZO-2 OS=Homo sapiens GN=TJP2 PE=1 SV=2	TJP2	157141.0|149230.0	5.57101	0.0	44	180	7	5	0	7	5	126	1.96202e+06	93471.8	190241.0	143271.0	2.49537e+06	2.29913e+06	2.49996e+06	3.01688e+06	2.58154e+06	2.23737e+06	1.0	0.0456049	0.0961795	0.0691356	1.27119	1.17182	1.27201	1.53884	1.31949	1.14201	0.0	0.231478	0.114862	0.352436	0.377407	0.455871	0.10939	0.364637	0.496342	0.27829
292	P05455	Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2	SSB	61016.3	5.31049	0.00502513	19	19	1	1	0	1	1	126	574235.0	105437.0	117271.0	138464.0	761192.0	652210.0	813482.0	896822.0	702339.0	692684.0	1.0	0.183613	0.204221	0.241127	1.32558	1.13579	1.41664	1.56177	1.22309	1.20627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293	P48634	Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3	PRRC2A	251182.0	4.88577	0.0	45	45	1	1	0	1	1	126	49824.2	0.0	0.0	0.0	101886.0	91659.5	40313.7	100825.0	91795.2	71593.2	1.0	0.0	0.0	0.0	2.0449	1.83966	0.809119	2.02361	1.84238	1.43692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294	C9IZ80|H0Y503|Q7L1Q6	Basic leucine zipper and W2 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=BZW1 PE=1 SV=1|Basic leucine zipper and W2 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=BZW1 PE=1 SV=1|Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1 PE=1 SV=1	BZW1	40079.0|19707.9|58095.9	4.15565	0.0	29	29	1	1	0	1	1	126	254463.0	14031.7	38562.6	42596.3	182962.0	115311.0	205535.0	234727.0	203270.0	206218.0	1.0	0.0551425	0.151545	0.167397	0.719015	0.453154	0.807721	0.922442	0.798822	0.810407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295	A0A087WZU8|A0A087X1Q1|A0A0U1RQC9|P04637	Cellular tumor antigen p53 OS=Homo sapiens GN=TP53 PE=1 SV=1|Cellular tumor antigen p53 OS=Homo sapiens GN=TP53 PE=1 SV=1|Cellular tumor antigen p53 OS=Homo sapiens GN=TP53 PE=1 SV=1|Cellular tumor antigen p53 OS=Homo sapiens GN=TP53 PE=1 SV=4	TP53	47366.3|30218.7|49979.5|48437.8	5.65442	0.0	50	71	2	2	0	2	2	126	1.33213e+06	174183.0	316211.0	196136.0	4.56285e+06	3.13882e+06	3.78326e+06	2.18168e+06	1.69279e+06	1.54263e+06	1.0	0.130755	0.237372	0.147235	3.42522	2.35624	2.84	1.63773	1.27074	1.15801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	D6RD20|D6RJC2|P30307	M-phase inducer phosphatase 3 (Fragment) OS=Homo sapiens GN=CDC25C PE=1 SV=1|M-phase inducer phosphatase 3 (Fragment) OS=Homo sapiens GN=CDC25C PE=1 SV=1|M-phase inducer phosphatase 3 OS=Homo sapiens GN=CDC25C PE=1 SV=2	CDC25C	20121.0|31663.5|61351.2	4.93418	0.00502513	19	19	1	1	0	1	1	126	468890.0	24670.5	26836.0	39121.2	395349.0	359452.0	365201.0	866754.0	718297.0	556205.0	1.0	0.0526147	0.057233	0.0834337	0.84316	0.766603	0.778862	1.84852	1.53191	1.18622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
